certify,approve,speccert,wouldyou,recert,subdisc,college,employ,workenv,workact,yearsmem
1,1,2,2,2,BI,P,E,A,E,16
5,5,4,2,2,BI,P,E,A,R,16
2,2,4,5,4,SR,P,E,G,R,20
5,5,5,5,1,SS,M,I,G,S,4
4,2,1,1,2,BE,B,I,A,S,1
5,5,5,5,5,BI,P,E,A,C,10
5,5,5,5,5,SR,P,E,A,R,5
2,2,4,1,1,BE,P,E,A,E,5
2,2,4,2,4,CE,P,E,A,E,14
5,5,5,2,5,BP,M,E,I,P,8
4,3,3,4,5,GV,M,E,G,R,20
2,2,2,1,1,CM,P,E,A,E,5
2,2,4,1,4,QP,M,E,I,P,9
4,5,5,5,3,GV,B,E,G,P,10
2,3,5,1,5,TH,M,I,A,S,2
5,5,5,1,4,BP,P,E,I,C,6
5,5,5,5,5,BI,P,E,G,R,25
1,0,5,1,5,BI,P,E,G,R,20
5,4,3,1,5,PE,P,E,G,R,10
1,1,1,5,2,BI,P,R,A,R,1
3,3,5,5,3,CM,P,E,A,E,2
2,4,2,2,5,CM,P,E,A,E,5
2,3,1,2,5,BI,M,E,A,P,2
1,1,2,1,2,CE,P,E,A,R,8
3,3,1,5,3,PE,P,R,A,R,62
4,5,3,2,4,BI,P,E,A,R,8
2,4,2,1,5,EN,P,S,I,R,5
2,3,2,1,1,BE,P,U,A,E,9
5,5,5,5,1,CE,B,S,A,E,21
5,5,5,2,5,BP,P,E,I,R,16
1,5,2,2,5,EN,P,E,A,R,10
1,1,1,2,5,BI,P,E,A,R,1
1,1,5,2,2,TH,P,E,A,R,5
1,1,4,1,1,CM,P,E,A,E,15
2,4,2,2,5,MR,M,E,I,P,2
5,4,5,4,4,CM,P,E,A,R,12
2,2,3,4,1,PE,P,E,A,E,18
2,3,2,1,1,PE,P,E,I,C,10
1,1,5,1,2,BI,P,E,I,C,6
4,4,4,3,2,SR,B,E,I,R,2
1,1,3,1,2,TH,M,S,G,C,35
1,1,2,1,1,CM,M,E,A,R,10
5,5,5,5,5,TH,P,E,A,E,20
4,3,5,2,4,MR,M,E,I,C,3
2,2,2,1,2,BP,M,E,I,P,8
5,5,3,5,2,CM,P,E,A,E,3
1,2,2,2,5,BE,M,S,A,E,5
5,3,1,2,5,BI,P,E,A,C,7
1,1,5,1,1,CM,P,E,A,E,20
5,4,5,1,4,BI,M,E,A,C,4
5,5,5,1,5,PE,P,E,G,C,19
3,3,3,5,3,GV,M,E,G,R,20
3,3,5,5,5,PE,M,R,I,C,30
5,5,5,5,3,BE,P,E,G,R,8
3,3,5,2,2,EN,P,E,A,E,10
4,4,4,4,4,CE,P,E,A,E,25
5,5,5,5,5,BA,P,E,A,R,12
5,5,1,2,5,BI,P,E,A,R,20
2,5,1,2,5,GV,P,E,G,R,15
1,1,4,1,2,BI,M,E,G,C,22
1,3,3,4,2,BI,P,E,A,E,12
1,1,1,1,1,EN,B,E,A,C,45
5,5,5,2,3,BI,P,S,A,C,15
3,2,5,2,5,BP,M,E,I,R,8
1,3,1,1,1,TH,P,E,I,C,18
1,1,2,2,2,SR,P,E,A,R,1
5,5,2,2,5,BI,M,E,G,P,27
4,3,5,1,5,SR,P,E,I,R,6
5,5,5,3,5,EN,M,E,A,R,20
1,1,4,1,4,BI,P,E,A,P,5
1,1,5,1,2,BE,M,E,I,C,13
2,3,3,4,3,CM,M,E,I,P,10
5,5,5,5,5,SR,M,R,I,R,30
1,1,5,1,3,CE,P,E,A,E,29
1,1,1,1,2,SS,M,E,A,R,2
1,2,4,1,2,EN,P,E,I,C,18
2,5,2,1,1,CM,M,E,I,C,15
2,2,5,4,5,BP,M,E,I,R,5
2,3,5,2,2,SS,B,E,I,R,20
4,4,4,4,1,BI,P,E,G,R,18
1,1,2,1,1,SG,M,E,I,C,22
4,4,5,2,5,CE,M,E,I,C,2
5,5,5,5,5,BP,P,E,I,C,14
2,4,5,1,2,CM,P,E,A,R,10
2,3,1,2,1,QP,M,E,I,P,2
5,5,5,5,2,CM,P,E,I,C,3
3,3,3,1,5,SS,P,E,G,R,3
5,5,5,5,5,BE,P,E,A,R,2
5,5,5,5,5,PE,M,E,I,C,15
5,5,5,1,5,BI,M,E,A,C,1
1,1,5,5,5,BP,P,E,A,R,31
5,5,5,1,4,BE,M,S,A,E,1
1,1,5,1,2,BI,P,E,A,R,15
2,5,5,4,5,BA,P,E,A,R,8
2,2,4,4,4,BA,P,E,A,R,35
1,3,1,1,3,GV,M,I,A,S,1
1,3,3,3,3,BP,P,E,I,P,23
1,1,2,1,2,BI,M,I,A,S,2
2,1,5,3,3,CM,P,E,A,R,4
5,0,5,3,5,BP,P,E,I,P,3
2,2,5,4,2,BI,P,E,G,C,16
2,2,2,1,2,PE,M,E,I,P,1
1,1,1,1,3,BP,P,E,I,R,8
1,1,3,4,2,BI,M,R,G,R,40
5,4,4,4,5,BI,P,E,A,R,1
4,4,4,4,4,BI,P,E,A,R,20
5,4,4,4,1,PE,P,E,G,R,16
5,5,5,5,5,BP,P,E,I,P,9
5,5,5,5,5,PE,P,E,I,C,18
5,5,5,2,5,BP,M,E,I,P,11
2,2,5,1,1,PE,P,E,I,C,19
2,0,5,5,5,PE,P,R,A,R,20
2,4,4,2,2,CM,M,E,I,P,20
5,5,5,5,5,BP,P,E,I,R,13
5,4,3,3,3,BP,P,E,I,P,13
2,2,2,2,3,BI,M,E,A,R,2
1,2,5,1,4,GV,P,E,G,C,20
4,5,5,4,3,PE,P,E,I,P,25
2,2,4,1,4,CE,M,E,A,E,24
5,5,5,5,5,PE,P,E,I,R,15
1,2,1,1,2,GV,M,E,G,P,8
5,5,5,4,5,SR,P,E,I,R,12
1,1,2,1,2,EN,P,E,A,E,2
5,5,5,4,5,SS,P,E,A,R,9
2,2,2,4,5,CM,P,E,A,E,6
2,3,1,2,2,BA,M,E,I,R,3
1,2,4,4,2,QP,P,E,A,E,11
5,5,5,3,5,BE,M,S,I,C,34
2,2,5,1,2,BI,P,E,I,C,2
5,5,5,5,5,BP,P,E,I,C,9
1,3,3,1,5,CE,P,E,A,E,2
2,2,5,1,2,TH,M,E,A,R,15
5,5,5,5,5,BE,P,E,A,R,2
5,5,5,5,5,PE,P,E,I,R,10
2,5,5,2,2,BI,P,E,G,E,11
2,2,2,1,4,BI,M,E,I,P,9
5,5,5,5,5,CM,P,S,G,C,35
5,5,5,4,3,MR,B,I,I,S,2
4,4,5,2,4,BP,P,E,I,P,15
1,2,2,1,2,SR,P,E,A,E,24
2,3,4,5,1,CE,M,E,A,C,7
5,5,4,5,3,PE,P,E,A,R,10
2,3,3,2,4,CM,B,I,A,S,3
2,2,2,1,2,QP,M,E,A,E,1
5,5,5,1,2,PE,P,E,A,R,3
2,2,4,2,2,QP,M,E,I,P,26
4,5,5,4,3,BE,P,E,A,E,20
1,1,1,4,1,SS,P,R,A,R,35
1,2,2,2,2,CM,P,E,I,P,9
1,1,5,1,5,BE,P,E,A,E,20
1,1,2,1,1,BI,P,E,A,P,18
2,2,5,2,5,BI,M,E,G,C,12
1,2,5,2,4,BA,P,E,A,R,1
5,5,5,5,5,BE,P,E,A,R,20
5,5,5,5,5,BI,M,E,A,P,3
4,4,5,4,5,MR,M,I,A,S,1
5,5,5,2,5,BP,M,E,I,P,2
1,2,1,5,2,SS,P,E,A,P,16
1,3,3,1,2,GV,M,E,G,R,1
5,5,5,5,3,CE,P,E,A,C,19
2,2,5,2,3,PE,P,E,I,C,15
1,5,4,2,5,BI,M,E,G,C,7
2,2,3,1,2,BE,P,E,A,E,13
2,2,3,2,1,CE,M,E,A,C,2
5,5,5,2,4,BI,P,E,A,E,10
5,5,5,5,5,SS,P,E,A,R,14
1,3,2,1,2,BP,M,E,I,P,1
5,0,5,1,1,BA,P,E,A,R,15
1,3,5,1,1,QP,M,E,I,P,6
2,4,3,4,2,BE,M,R,G,R,9
2,2,5,2,5,GV,P,E,G,R,18
2,2,5,4,2,BI,P,E,A,R,3
2,2,5,5,2,CM,M,R,G,P,47
5,5,5,2,2,GV,B,E,G,P,20
1,2,1,1,1,SR,M,E,I,P,13
1,1,1,1,5,CM,B,E,A,E,1
5,4,5,4,2,BP,M,E,I,P,1
4,5,5,4,3,CM,P,E,A,C,6
1,1,1,2,1,SE,M,E,A,E,18
2,2,3,2,2,SR,M,E,G,R,15
1,1,5,1,5,MR,M,E,I,P,28
5,3,5,2,1,EN,P,E,A,R,22
5,5,5,5,5,BE,P,E,A,E,40
5,5,5,1,4,BI,P,E,G,R,6
5,5,5,4,2,BI,P,E,G,P,12
5,5,5,5,5,SR,P,E,G,R,18
1,1,5,1,5,EN,P,E,G,C,19
1,5,4,1,5,BI,P,E,A,R,12
5,5,5,5,5,GV,M,E,G,P,20
5,5,5,4,5,GV,M,E,G,P,20
1,1,1,1,5,BI,P,E,A,R,16
5,5,5,5,5,SR,P,E,A,E,30
2,1,1,1,2,TH,P,E,A,E,27
1,1,1,2,2,TH,M,R,A,E,18
1,2,3,1,2,BP,M,E,I,P,2
2,2,4,1,2,PE,P,E,I,P,19
1,2,2,1,5,MR,B,E,I,P,1
5,4,2,1,1,CE,B,R,I,C,2
5,5,1,3,1,CE,B,I,A,S,1
1,1,3,1,1,SR,M,S,I,C,15
5,0,0,0,0,BE,P,E,A,R,10
1,3,2,2,1,PE,P,E,I,R,1
2,4,5,2,5,SS,M,E,I,P,6
1,2,2,1,2,QP,P,E,A,E,7
5,5,5,5,2,GV,B,E,G,R,10
5,5,5,5,2,GV,B,E,G,R,20
2,1,2,1,5,BP,P,E,I,P,20
2,2,5,4,5,BI,M,E,A,R,22
2,2,2,4,4,QP,P,E,A,E,20
2,3,2,2,4,MR,P,E,I,R,10
2,3,5,4,1,GV,M,E,G,P,5
1,3,2,2,2,CE,M,S,G,C,23
1,2,4,2,5,SR,M,E,G,R,15
5,5,5,5,1,QP,P,E,G,R,8
2,3,5,2,1,SS,P,E,G,C,20
3,3,3,2,1,BA,P,E,A,R,2
2,3,1,1,5,BE,M,E,G,C,1
1,1,2,1,1,SR,M,E,I,P,7
5,0,5,3,2,BI,P,E,A,C,2
2,3,2,4,5,QP,M,E,I,C,1
2,4,5,5,5,CM,P,E,A,R,16
2,2,5,2,2,BE,B,E,I,P,15
5,5,5,1,4,BI,P,E,A,R,25
1,3,5,1,5,BE,P,E,A,R,1
1,2,1,1,1,PE,P,E,A,R,24
4,4,3,5,3,BE,P,E,A,E,4
5,5,3,4,3,GV,B,E,G,C,20
1,1,2,1,2,SS,P,E,I,P,2
2,2,2,1,1,BI,B,I,A,S,2
1,2,2,1,2,BI,M,E,G,P,12
2,3,4,2,2,BE,P,E,A,E,28
5,5,5,2,5,EN,M,E,G,P,5
3,4,2,5,1,PE,P,E,I,R,20
1,1,2,2,5,BE,P,E,I,C,2
5,5,5,2,2,BE,B,E,G,P,4
5,5,5,5,5,CE,P,E,A,E,20
1,2,2,4,2,CE,P,E,A,E,15
2,3,2,4,5,GV,M,E,G,R,20
1,3,2,2,2,GV,B,E,G,R,1
5,5,5,5,5,BA,P,E,I,R,22
1,2,1,1,1,SR,M,E,A,C,2
1,1,2,1,1,PE,P,E,I,P,28
1,0,2,2,5,CE,P,E,A,E,16
2,2,5,2,5,BA,M,I,A,S,4
2,4,5,2,5,BI,M,E,G,P,9
4,5,2,4,4,SR,M,E,G,P,13
1,1,2,1,1,BI,P,E,I,C,14
5,5,5,5,5,CM,M,E,G,R,33
5,5,5,2,1,BI,M,I,A,S,2
2,2,5,2,1,CM,P,E,A,C,1
4,4,5,4,5,BI,P,E,G,R,22
2,2,2,2,5,SR,M,E,G,P,20
5,5,3,3,3,CE,P,E,A,C,10
5,4,5,2,3,BP,M,E,I,P,9
1,2,3,1,2,BE,M,I,A,S,11
2,2,2,1,3,SP,B,I,A,S,1
2,1,5,1,5,PE,P,E,I,C,22
1,2,2,1,2,BP,M,E,I,P,5
5,5,3,5,3,GV,B,E,G,R,13
5,5,5,4,5,QP,M,E,I,P,6
5,3,3,1,5,BI,M,E,I,C,5
1,1,4,1,4,BI,P,E,A,E,5
5,5,5,5,5,PE,P,E,G,P,17
5,5,5,2,5,BI,P,E,G,C,25
5,5,5,3,5,BP,P,E,I,R,17
4,5,5,5,5,SR,M,E,G,C,15
1,2,5,2,3,SS,P,E,A,E,5
1,2,5,2,1,BI,M,E,I,P,5
0,0,0,0,0,CM,P,I,A,R,20
2,3,5,1,5,PE,P,E,A,R,14
5,4,5,3,3,BP,P,E,I,C,12
2,2,3,2,2,BI,P,E,A,R,10
2,5,5,5,5,BE,B,E,G,R,20
5,5,5,3,5,SS,P,E,A,E,3
1,2,1,1,1,BI,P,E,G,C,13
1,3,2,1,2,BI,P,S,I,C,18
5,5,5,3,0,QP,P,E,I,C,28
5,5,5,2,5,BP,P,E,I,P,12
2,3,5,1,1,BA,P,E,A,E,12
1,1,2,1,2,CE,P,E,A,E,1
1,3,1,5,2,SR,P,E,I,P,35
1,1,1,1,5,BE,B,E,I,R,1
1,2,5,1,5,BI,M,I,A,S,3
1,2,4,1,1,GV,P,E,G,P,3
5,0,3,5,3,SS,M,E,I,C,25
1,3,5,5,5,BI,P,E,A,E,9
5,5,5,2,5,BP,M,E,I,P,8
1,1,1,1,1,BI,M,E,A,P,18
4,5,5,5,2,GV,B,E,G,P,20
1,3,2,4,2,SS,M,E,A,R,1
5,5,5,1,2,BP,P,E,I,P,19
5,5,5,2,5,BP,M,E,I,P,5
2,2,5,2,4,BI,P,E,I,C,5
5,5,5,3,3,BI,M,I,A,S,4
1,1,2,1,2,CM,M,E,G,R,3
5,0,0,5,0,GV,B,E,G,P,20
5,5,5,5,0,SG,P,E,I,R,25
5,5,5,1,5,GV,M,U,A,R,10
5,4,5,5,2,PE,P,R,I,R,30
1,3,5,3,1,CM,P,E,A,E,25
2,2,3,2,1,SS,P,E,A,E,17
2,2,2,1,4,BI,P,E,G,R,20
2,2,2,2,2,CE,P,E,A,E,18
2,5,1,1,1,BI,P,E,A,C,28
2,5,2,2,1,SG,P,E,I,C,24
2,3,2,5,1,SR,P,E,I,R,25
2,2,3,2,3,SR,N,E,A,E,3
